,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,carrier,gender
2651,name2652,lastname2652,November,25,1998,BS Legal Management,+63 927 628 7709,Globe,Male
2652,name2653,lastname2653,June,16,1998,BS Management,+63 917 281 4502,Globe,Male
2653,name2654,lastname2654,November,2,2001,BS Communications Technology Management,+63 917 981 3960,Globe,Female
2654,name2655,lastname2655,April,16,1997,BS Communications Technology Management,+63 918 543 6769,Smart,Female
2655,name2656,lastname2656,April,28,1998,BS Information Technology Entrepreneurship,+63 917 138 3778,Globe,Male
2656,name2657,lastname2657,May,21,1999,BS Communications Technology Management,+63 927 392 6719,Globe,Male
2657,name2658,lastname2658,December,16,1997,BS Management Engineering,+63 918 490 8514,Smart,Female
2658,name2659,lastname2659,September,12,1998,BS Management,+63 917 594 1999,Globe,Female
2659,name2660,lastname2660,August,8,1998,BS Information Technology Entrepreneurship,+63 917 548 3351,Globe,Female
2660,name2661,lastname2661,September,12,1999,BS Legal Management,+63 918 204 9617,Smart,Female
2661,name2662,lastname2662,September,3,1998,BS Information Technology Entrepreneurship,+63 918 509 9706,Smart,Male
2662,name2663,lastname2663,August,20,1999,BS Management,+63 917 623 6547,Globe,Female
2663,name2664,lastname2664,August,3,1998,BS Communications Technology Management,+63 918 424 3370,Smart,Male
2664,name2665,lastname2665,April,12,1998,BS Legal Management,+63 927 513 2139,Globe,Male
2665,name2666,lastname2666,January,11,1998,BS Management Engineering,+63 927 295 6588,Globe,Female
2666,name2667,lastname2667,October,10,2000,BS Communications Technology Management,+63 917 837 3739,Globe,Male
2667,name2668,lastname2668,September,8,1998,BS Information Technology Entrepreneurship,+63 918 100 8378,Smart,Male
2668,name2669,lastname2669,June,9,2000,BS Management Engineering,+63 918 438 7545,Smart,Male
2669,name2670,lastname2670,May,1,1999,BS Management Engineering,+63 917 195 4206,Globe,Male
2670,name2671,lastname2671,January,15,1998,BS Communications Technology Management,+63 918 555 9070,Smart,Male
2671,name2672,lastname2672,May,6,1998,BS Communications Technology Management,+63 927 763 1636,Globe,Male
2672,name2673,lastname2673,June,27,1998,BS Communications Technology Management,+63 917 275 6658,Globe,Male
2673,name2674,lastname2674,March,8,2001,BS Management,+63 917 731 3274,Globe,Male
2674,name2675,lastname2675,September,23,1999,BS Management,+63 917 170 3005,Globe,Female
2675,name2676,lastname2676,August,25,1999,BS Management,+63 927 813 4925,Globe,Male
2676,name2677,lastname2677,July,18,1999,BS Legal Management,+63 917 130 5809,Globe,Male
2677,name2678,lastname2678,July,27,2000,BS Management,+63 927 163 4869,Globe,Female
2678,name2679,lastname2679,May,23,1997,BS Management,+63 918 848 1893,Smart,Female
2679,name2680,lastname2680,December,14,1999,BS Management Engineering,+63 927 115 7726,Globe,Male
2680,name2681,lastname2681,September,12,1999,BS Management Engineering,+63 917 572 8068,Globe,Female
2681,name2682,lastname2682,November,8,2000,BS Information Technology Entrepreneurship,+63 927 384 1647,Globe,Male
2682,name2683,lastname2683,September,9,2000,BS Management Engineering,+63 918 536 3717,Smart,Male
2683,name2684,lastname2684,December,15,1998,BS Communications Technology Management,+63 927 540 8705,Globe,Male
2684,name2685,lastname2685,June,11,1997,BS Legal Management,+63 917 439 6195,Globe,Female
2685,name2686,lastname2686,December,18,1998,BS Management Engineering,+63 927 670 5740,Globe,Female
2686,name2687,lastname2687,March,20,1999,BS Information Technology Entrepreneurship,+63 918 245 5369,Smart,Male
2687,name2688,lastname2688,July,7,1997,BS Management,+63 918 704 3039,Smart,Male
2688,name2689,lastname2689,March,21,1999,BS Communications Technology Management,+63 927 346 1462,Globe,Female
2689,name2690,lastname2690,August,16,1999,BS Management Engineering,+63 917 919 8868,Globe,Male
2690,name2691,lastname2691,March,16,2000,BS Management Engineering,+63 927 790 3075,Globe,Male
2691,name2692,lastname2692,July,11,1998,BS Management,+63 927 105 7640,Globe,Male
2692,name2693,lastname2693,August,6,1999,BS Legal Management,+63 927 495 2855,Globe,Male
2693,name2694,lastname2694,November,18,1999,BS Information Technology Entrepreneurship,+63 918 777 2993,Smart,Female
2694,name2695,lastname2695,September,6,2000,BS Legal Management,+63 918 592 7760,Smart,Male
2695,name2696,lastname2696,May,11,1997,BS Information Technology Entrepreneurship,+63 927 526 9917,Globe,Male
2696,name2697,lastname2697,January,1,2001,BS Communications Technology Management,+63 917 168 6101,Globe,Female
2697,name2698,lastname2698,October,3,1999,BS Information Technology Entrepreneurship,+63 917 902 2249,Globe,Male
2698,name2699,lastname2699,March,17,1997,BS Information Technology Entrepreneurship,+63 918 546 6362,Smart,Female
2699,name2700,lastname2700,January,16,1997,BS Communications Technology Management,+63 927 899 4910,Globe,Female
2700,name2701,lastname2701,May,26,1998,BS Management Engineering,+63 918 631 1730,Smart,Male
2701,name2702,lastname2702,April,24,1997,BS Legal Management,+63 927 126 8003,Globe,Male
2702,name2703,lastname2703,June,27,2001,BS Communications Technology Management,+63 927 189 1936,Globe,Male
2703,name2704,lastname2704,January,20,1999,BS Communications Technology Management,+63 927 794 7557,Globe,Female
2704,name2705,lastname2705,June,17,1997,BS Communications Technology Management,+63 927 506 8327,Globe,Female
2705,name2706,lastname2706,November,24,1999,BS Legal Management,+63 927 980 9974,Globe,Female
2706,name2707,lastname2707,February,2,2001,BS Information Technology Entrepreneurship,+63 917 514 7049,Globe,Male
2707,name2708,lastname2708,April,1,1997,BS Management Engineering,+63 917 797 6642,Globe,Female
2708,name2709,lastname2709,August,23,2000,BS Legal Management,+63 918 517 6058,Smart,Female
2709,name2710,lastname2710,May,11,2001,BS Information Technology Entrepreneurship,+63 918 436 2312,Smart,Female
2710,name2711,lastname2711,April,17,2000,BS Management Engineering,+63 917 373 7451,Globe,Female
2711,name2712,lastname2712,July,23,1999,BS Management Engineering,+63 917 247 9027,Globe,Female
2712,name2713,lastname2713,March,11,1998,BS Legal Management,+63 917 132 1074,Globe,Female
2713,name2714,lastname2714,November,16,1999,BS Communications Technology Management,+63 917 506 7963,Globe,Female
2714,name2715,lastname2715,July,12,1998,BS Information Technology Entrepreneurship,+63 927 711 2332,Globe,Female
2715,name2716,lastname2716,January,21,2001,BS Communications Technology Management,+63 918 693 6829,Smart,Male
2716,name2717,lastname2717,April,7,1997,BS Legal Management,+63 927 232 7777,Globe,Male
2717,name2718,lastname2718,January,14,1999,BS Communications Technology Management,+63 917 811 6162,Globe,Male
2718,name2719,lastname2719,January,13,1998,BS Communications Technology Management,+63 927 430 3410,Globe,Female
2719,name2720,lastname2720,January,14,2000,BS Information Technology Entrepreneurship,+63 917 768 8378,Globe,Male
2720,name2721,lastname2721,November,22,2001,BS Management,+63 927 426 6313,Globe,Male
2721,name2722,lastname2722,September,14,1997,BS Management,+63 918 322 4902,Smart,Female
2722,name2723,lastname2723,December,17,1998,BS Information Technology Entrepreneurship,+63 918 317 1556,Smart,Female
2723,name2724,lastname2724,January,20,1997,BS Management Engineering,+63 918 775 9777,Smart,Female
2724,name2725,lastname2725,August,10,1997,BS Legal Management,+63 917 956 9599,Globe,Female
2725,name2726,lastname2726,June,2,1997,BS Management,+63 927 443 8591,Globe,Male
2726,name2727,lastname2727,May,25,1998,BS Legal Management,+63 918 873 6429,Smart,Male
2727,name2728,lastname2728,January,2,1997,BS Communications Technology Management,+63 918 982 7938,Smart,Female
2728,name2729,lastname2729,March,5,1998,BS Communications Technology Management,+63 918 922 2173,Smart,Male
2729,name2730,lastname2730,May,13,1997,BS Legal Management,+63 927 116 2793,Globe,Male
2730,name2731,lastname2731,October,25,1997,BS Communications Technology Management,+63 917 718 8274,Globe,Female
2731,name2732,lastname2732,July,20,1997,BS Legal Management,+63 918 164 7973,Smart,Female
2732,name2733,lastname2733,December,26,1999,BS Management,+63 927 465 4361,Globe,Male
2733,name2734,lastname2734,July,14,2000,BS Information Technology Entrepreneurship,+63 918 702 5168,Smart,Female
2734,name2735,lastname2735,June,4,1997,BS Information Technology Entrepreneurship,+63 918 828 8427,Smart,Male
2735,name2736,lastname2736,August,23,2001,BS Management Engineering,+63 927 971 7453,Globe,Female
2736,name2737,lastname2737,August,1,1999,BS Information Technology Entrepreneurship,+63 927 502 9852,Globe,Female
2737,name2738,lastname2738,August,15,1999,BS Management,+63 927 986 3332,Globe,Female
2738,name2739,lastname2739,October,7,1998,BS Legal Management,+63 917 508 7141,Globe,Female
2739,name2740,lastname2740,February,20,1997,BS Information Technology Entrepreneurship,+63 918 495 9723,Smart,Male
2740,name2741,lastname2741,December,16,1997,BS Management Engineering,+63 918 584 4013,Smart,Male
2741,name2742,lastname2742,November,24,1998,BS Information Technology Entrepreneurship,+63 917 445 1743,Globe,Male
2742,name2743,lastname2743,November,2,1997,BS Communications Technology Management,+63 927 425 7150,Globe,Female
2743,name2744,lastname2744,December,27,1999,BS Management,+63 927 660 3770,Globe,Female
2744,name2745,lastname2745,August,18,1999,BS Management Engineering,+63 918 311 7239,Smart,Female
2745,name2746,lastname2746,August,14,2000,BS Management,+63 917 864 9783,Globe,Female
2746,name2747,lastname2747,July,12,1997,BS Management,+63 917 547 1040,Globe,Male
2747,name2748,lastname2748,November,27,1997,BS Communications Technology Management,+63 918 925 6259,Smart,Male
2748,name2749,lastname2749,May,11,1997,BS Management,+63 927 393 6987,Globe,Female
2749,name2750,lastname2750,May,22,1999,BS Management,+63 917 745 9229,Globe,Female
2750,name2751,lastname2751,June,26,1997,BS Communications Technology Management,+63 918 635 6588,Smart,Female
2751,name2752,lastname2752,March,21,1997,BS Communications Technology Management,+63 918 612 6400,Smart,Female
2752,name2753,lastname2753,May,26,2001,BS Management Engineering,+63 918 228 7551,Smart,Male
2753,name2754,lastname2754,January,2,1997,BS Information Technology Entrepreneurship,+63 917 724 2365,Globe,Female
2754,name2755,lastname2755,September,28,1999,BS Legal Management,+63 918 550 6867,Smart,Female
2755,name2756,lastname2756,October,5,2001,BS Information Technology Entrepreneurship,+63 917 203 5605,Globe,Female
2756,name2757,lastname2757,February,22,1999,BS Information Technology Entrepreneurship,+63 917 789 2740,Globe,Male
2757,name2758,lastname2758,April,9,1998,BS Communications Technology Management,+63 917 243 2739,Globe,Female
2758,name2759,lastname2759,January,3,1997,BS Communications Technology Management,+63 918 866 1533,Smart,Male
2759,name2760,lastname2760,May,2,2000,BS Information Technology Entrepreneurship,+63 927 319 4713,Globe,Male
2760,name2761,lastname2761,January,11,1999,BS Legal Management,+63 927 492 2596,Globe,Female
2761,name2762,lastname2762,February,8,2001,BS Management Engineering,+63 918 869 7217,Smart,Male
2762,name2763,lastname2763,December,21,1999,BS Management Engineering,+63 927 940 3422,Globe,Female
2763,name2764,lastname2764,January,5,1997,BS Management,+63 918 316 5526,Smart,Male
2764,name2765,lastname2765,September,5,1999,BS Legal Management,+63 927 828 7422,Globe,Male
2765,name2766,lastname2766,May,2,1998,BS Legal Management,+63 917 995 9584,Globe,Female
2766,name2767,lastname2767,November,6,1998,BS Management,+63 927 280 2313,Globe,Male
2767,name2768,lastname2768,December,26,1997,BS Management Engineering,+63 927 969 5303,Globe,Female
2768,name2769,lastname2769,June,28,2001,BS Management,+63 917 188 9608,Globe,Female
2769,name2770,lastname2770,October,4,2000,BS Management Engineering,+63 918 477 7221,Smart,Female
2770,name2771,lastname2771,July,14,2001,BS Communications Technology Management,+63 917 983 1041,Globe,Male
2771,name2772,lastname2772,July,19,1997,BS Communications Technology Management,+63 927 296 1922,Globe,Male
2772,name2773,lastname2773,September,9,1999,BS Legal Management,+63 927 813 8305,Globe,Male
2773,name2774,lastname2774,June,25,1997,BS Management Engineering,+63 917 917 3265,Globe,Female
2774,name2775,lastname2775,January,3,2001,BS Management Engineering,+63 917 268 7940,Globe,Female
2775,name2776,lastname2776,March,9,2001,BS Management Engineering,+63 918 511 4076,Smart,Male
2776,name2777,lastname2777,September,15,1999,BS Management,+63 927 868 6320,Globe,Female
2777,name2778,lastname2778,July,20,1997,BS Legal Management,+63 918 605 6955,Smart,Male
2778,name2779,lastname2779,March,22,1997,BS Communications Technology Management,+63 927 581 1353,Globe,Male
2779,name2780,lastname2780,September,21,1999,BS Management,+63 918 298 5914,Smart,Female
2780,name2781,lastname2781,January,2,1997,BS Management,+63 927 717 2345,Globe,Female
2781,name2782,lastname2782,July,8,2000,BS Management Engineering,+63 927 867 3896,Globe,Female
2782,name2783,lastname2783,September,1,1997,BS Management Engineering,+63 918 239 5923,Smart,Female
2783,name2784,lastname2784,February,7,1999,BS Management Engineering,+63 918 852 4862,Smart,Male
2784,name2785,lastname2785,July,18,1999,BS Legal Management,+63 918 918 3415,Smart,Female
2785,name2786,lastname2786,March,15,1999,BS Information Technology Entrepreneurship,+63 927 996 3240,Globe,Female
2786,name2787,lastname2787,April,13,1999,BS Information Technology Entrepreneurship,+63 917 996 1035,Globe,Male
2787,name2788,lastname2788,July,9,1998,BS Management Engineering,+63 917 886 4199,Globe,Female
2788,name2789,lastname2789,April,1,2000,BS Communications Technology Management,+63 927 119 7616,Globe,Male
2789,name2790,lastname2790,December,7,1997,BS Management Engineering,+63 927 336 6772,Globe,Female
2790,name2791,lastname2791,February,10,1999,BS Management,+63 917 861 4046,Globe,Female
2791,name2792,lastname2792,December,1,2000,BS Information Technology Entrepreneurship,+63 927 661 8965,Globe,Female
2792,name2793,lastname2793,January,23,1998,BS Management,+63 918 996 2726,Smart,Male
2793,name2794,lastname2794,September,21,1997,BS Legal Management,+63 918 886 1969,Smart,Female
2794,name2795,lastname2795,November,25,2001,BS Management Engineering,+63 927 502 4847,Globe,Female
2795,name2796,lastname2796,November,8,1999,BS Management Engineering,+63 918 209 3758,Smart,Female
2796,name2797,lastname2797,November,23,1997,BS Management,+63 918 538 2389,Smart,Male
2797,name2798,lastname2798,March,7,1997,BS Information Technology Entrepreneurship,+63 917 575 4679,Globe,Male
2798,name2799,lastname2799,August,4,1998,BS Management Engineering,+63 927 746 1513,Globe,Male
2799,name2800,lastname2800,February,11,1999,BS Information Technology Entrepreneurship,+63 917 448 8596,Globe,Male
2800,name2801,lastname2801,February,3,1997,BS Management Engineering,+63 918 970 5996,Smart,Female
2801,name2802,lastname2802,March,10,1998,BS Legal Management,+63 917 891 6476,Globe,Male
2802,name2803,lastname2803,May,8,2001,BS Communications Technology Management,+63 917 570 1274,Globe,Female
2803,name2804,lastname2804,December,8,1997,BS Management,+63 927 187 2504,Globe,Female
